Muestra	Contig	Start	End	Feature	Conteo	Numero_bases_cubiertas	Longitud_del_gen	Fraccion_cubierta
barcode19_1405Gb	contig_174	513839	514253	H-NS_macrolide_antibiotic;_fluoroquinolone_antibiotic;_cephalosporin;_cephamycin;_penam;_tetracycline_antibiotic	296	414	414	1.0000000
barcode19_1405Gb	contig_174	856622	857057	Escherichia coli AcrAB-TolC with MarR mutations conferring resistance to ciprofloxacin and tetracycline_fluoroquinolone_antibiotic;_cephalosporin;_glycylcycline;_penam;_tetracycline_antibiotic;_rifamycin_antibiotic;_phenicol_antibiotic;_disinfecting_agents_and_antiseptics	269	435	435	1.0000000
barcode19_1405Gb	contig_174	857076	857460	marA_fluoroquinolone_antibiotic;_monobactam;_carbapenem;_cephalosporin;_glycylcycline;_cephamycin;_penam;_tetracycline_antibiotic;_rifamycin_antibiotic;_phenicol_antibiotic;_penem;_disinfecting_agents_and_antiseptics	279	384	384	1.0000000
barcode19_1405Gb	contig_174	917698	918028	Klebsiella pneumoniae KpnF_macrolide_antibiotic;_aminoglycoside_antibiotic;_cephalosporin;_tetracycline_antibiotic;_peptide_antibiotic;_rifamycin_antibiotic;_disinfecting_agents_and_antiseptics	288	330	330	1.0000000
barcode19_1405Gb	contig_174	918014	918380	Klebsiella pneumoniae KpnE_macrolide_antibiotic;_aminoglycoside_antibiotic;_cephalosporin;_tetracycline_antibiotic;_peptide_antibiotic;_rifamycin_antibiotic;_disinfecting_agents_and_antiseptics	279	366	366	1.0000000
barcode19_1405Gb	contig_174	1368332	1369499	ugd_peptide_antibiotic	281	1167	1167	1.0000000
barcode19_1405Gb	contig_174	1420752	1422120	mdtA_aminocoumarin_antibiotic	314	1368	1368	1.0000000
barcode19_1405Gb	contig_174	1422119	1425242	mdtB_aminocoumarin_antibiotic	309	3123	3123	1.0000000
barcode19_1405Gb	contig_174	1425242	1428320	mdtC_aminocoumarin_antibiotic	307	3078	3078	1.0000000
barcode19_1405Gb	contig_174	1431132	1431855	baeR_aminoglycoside_antibiotic;_aminocoumarin_antibiotic	290	723	723	1.0000000
barcode19_1405Gb	contig_174	1571496	1573140	YojI_peptide_antibiotic	290	1644	1644	1.0000000
barcode19_1405Gb	contig_174	1631594	1632563	PmrF_peptide_antibiotic	288	969	969	1.0000000
barcode19_1405Gb	contig_174	1635431	1637084	ArnT_peptide_antibiotic	287	1653	1653	1.0000000
barcode19_1405Gb	contig_174	1734959	1736498	emrY_tetracycline_antibiotic	281	1539	1539	1.0000000
barcode19_1405Gb	contig_174	1736497	1737553	emrK_tetracycline_antibiotic	281	1056	1056	1.0000000
barcode19_1405Gb	contig_174	1738076	1738691	evgA_macrolide_antibiotic;_fluoroquinolone_antibiotic;_penam;_tetracycline_antibiotic	269	615	615	1.0000000
barcode19_1405Gb	contig_174	1738695	1742289	evgS_macrolide_antibiotic;_fluoroquinolone_antibiotic;_penam;_tetracycline_antibiotic	264	3594	3594	1.0000000
barcode19_1405Gb	contig_174	1833777	1836891	acrD_aminoglycoside_antibiotic	278	3114	3114	1.0000000
barcode19_1405Gb	contig_174	2061750	2061936	rsmA_fluoroquinolone_antibiotic;_diaminopyrimidine_antibiotic;_phenicol_antibiotic	257	186	186	1.0000000
barcode19_1405Gb	contig_174	2435173	2436662	TolC_macrolide_antibiotic;_fluoroquinolone_antibiotic;_aminoglycoside_antibiotic;_carbapenem;_cephalosporin;_glycylcycline;_cephamycin;_penam;_tetracycline_antibiotic;_peptide_antibiotic;_aminocoumarin_antibiotic;_rifamycin_antibiotic;_phenicol_antibiotic;_penem;_disinfecting_agents_and_antiseptics	308	1489	1489	1.0000000
barcode19_1405Gb	contig_174	2459038	2459860	bacA_peptide_antibiotic	286	822	822	1.0000000
barcode19_1405Gb	contig_174	2669625	2670288	AcrS_fluoroquinolone_antibiotic;_cephalosporin;_glycylcycline;_cephamycin;_penam;_tetracycline_antibiotic;_rifamycin_antibiotic;_phenicol_antibiotic;_disinfecting_agents_and_antiseptics	290	663	663	1.0000000
barcode19_1405Gb	contig_174	2670686	2671844	AcrE_fluoroquinolone_antibiotic;_cephalosporin;_cephamycin;_penam	297	1158	1158	1.0000000
barcode19_1405Gb	contig_174	2671855	2674960	AcrF_fluoroquinolone_antibiotic;_cephalosporin;_cephamycin;_penam	309	3105	3105	1.0000000
barcode19_1405Gb	contig_174	2726968	2728153	Escherichia coli EF-Tu mutants conferring resistance to Pulvomycin_elfamycin_antibiotic	289	1185	1185	1.0000000
barcode19_1405Gb	contig_174	2742943	2743576	CRP_macrolide_antibiotic;_fluoroquinolone_antibiotic;_penam	281	633	633	1.0000000
barcode19_1405Gb	contig_174	2882453	2883611	mdtE_macrolide_antibiotic;_fluoroquinolone_antibiotic;_penam	285	1158	1158	1.0000000
barcode19_1405Gb	contig_174	2883635	2886749	mdtF_macrolide_antibiotic;_fluoroquinolone_antibiotic;_penam	280	3114	3114	1.0000000
barcode19_1405Gb	contig_174	2887111	2887840	gadW_macrolide_antibiotic;_fluoroquinolone_antibiotic;_penam	291	729	729	1.0000000
barcode19_1405Gb	contig_174	2888207	2889032	gadX_macrolide_antibiotic;_fluoroquinolone_antibiotic;_penam	291	825	825	1.0000000
barcode19_1405Gb	contig_174	3386291	3387665	cpxA_aminoglycoside_antibiotic;_aminocoumarin_antibiotic	275	1374	1374	1.0000000
barcode19_1405Gb	contig_174	3458547	3459732	Escherichia coli EF-Tu mutants conferring resistance to Pulvomycin_elfamycin_antibiotic	392	1185	1185	1.0000000
barcode19_1405Gb	contig_174	3559761	3560085	Escherichia coli soxS with mutation conferring antibiotic resistance_fluoroquinolone_antibiotic;_monobactam;_carbapenem;_cephalosporin;_glycylcycline;_cephamycin;_penam;_tetracycline_antibiotic;_rifamycin_antibiotic;_phenicol_antibiotic;_penem;_disinfecting_agents_and_antiseptics	294	324	324	1.0000000
barcode19_1405Gb	contig_174	3560170	3560635	Escherichia coli soxR with mutation conferring antibiotic resistance_fluoroquinolone_antibiotic;_cephalosporin;_glycylcycline;_penam;_tetracycline_antibiotic;_rifamycin_antibiotic;_phenicol_antibiotic;_disinfecting_agents_and_antiseptics	289	465	465	1.0000000
barcode19_1405Gb	contig_174	3582153	3583620	mdtP_nucleoside_antibiotic;_disinfecting_agents_and_antiseptics	288	1467	1467	1.0000000
barcode19_1405Gb	contig_174	3583616	3585668	mdtO_nucleoside_antibiotic;_disinfecting_agents_and_antiseptics	299	2052	2052	1.0000000
barcode19_1405Gb	contig_174	3585667	3586699	mdtN_nucleoside_antibiotic;_disinfecting_agents_and_antiseptics	304	1032	1032	1.0000000
barcode19_1405Gb	contig_174	3616536	3618180	eptA_peptide_antibiotic	284	1644	1644	1.0000000
barcode19_1405Gb	contig_174	3650809	3651943	Escherichia coli ampC beta-lactamase_cephalosporin;_penam	322	1134	1134	1.0000000
barcode19_1405Gb	contig_174	3851643	3852876	mdtM_fluoroquinolone_antibiotic;_lincosamide_antibiotic;_nucleoside_antibiotic;_phenicol_antibiotic;_disinfecting_agents_and_antiseptics	270	1233	1233	1.0000000
barcode19_1405Gb	contig_174	3999191	4000136	leuO_nucleoside_antibiotic;_disinfecting_agents_and_antiseptics	281	945	945	1.0000000
barcode19_1405Gb	contig_174	4006236	4008003	Haemophilus influenzae PBP3 conferring resistance to beta-lactam antibiotics_cephalosporin;_cephamycin;_penam	309	1767	1767	1.0000000
barcode19_1405Gb	contig_174	4286629	4287724	vanG_glycopeptide_antibiotic	265	1095	1095	1.0000000
barcode19_1405Gb	contig_174	4369404	4372554	acrB_fluoroquinolone_antibiotic;_cephalosporin;_glycylcycline;_penam;_tetracycline_antibiotic;_rifamycin_antibiotic;_phenicol_antibiotic;_disinfecting_agents_and_antiseptics	259	3150	3150	1.0000000
barcode19_1405Gb	contig_174	4372576	4373770	Escherichia coli acrA_fluoroquinolone_antibiotic;_cephalosporin;_glycylcycline;_penam;_tetracycline_antibiotic;_rifamycin_antibiotic;_phenicol_antibiotic;_disinfecting_agents_and_antiseptics	287	1194	1194	1.0000000
barcode19_1405Gb	contig_174	4373911	4374559	Escherichia coli AcrAB-TolC with AcrR mutation conferring resistance to ciprofloxacin, tetracycline, and ceftazidime_fluoroquinolone_antibiotic;_cephalosporin;_glycylcycline;_penam;_tetracycline_antibiotic;_rifamycin_antibiotic;_phenicol_antibiotic;_disinfecting_agents_and_antiseptics	284	648	648	1.0000000
barcode19_1405Gb	contig_174	4586595	4587273	kdpE_aminoglycoside_antibiotic	266	678	678	1.0000000
barcode19_1405Gb	contig_174	4750087	4751320	Escherichia coli mdfA_tetracycline_antibiotic;_disinfecting_agents_and_antiseptics	674	1233	1233	1.0000000
barcode19_1405Gb	contig_174	4761140	4762373	Escherichia coli mdfA_tetracycline_antibiotic;_disinfecting_agents_and_antiseptics	965	1233	1233	1.0000000
barcode19_1405Gb	contig_174	4772193	4773426	Escherichia coli mdfA_tetracycline_antibiotic;_disinfecting_agents_and_antiseptics	700	1233	1233	1.0000000
barcode19_1405Gb	contig_175	640	1825	Escherichia coli EF-Tu mutants conferring resistance to Pulvomycin_elfamycin_antibiotic	379	1185	1185	1.0000000
barcode19_1405Gb	contig_175	143264	143588	Escherichia coli soxS with mutation conferring antibiotic resistance_fluoroquinolone_antibiotic;_monobactam;_carbapenem;_cephalosporin;_glycylcycline;_cephamycin;_penam;_tetracycline_antibiotic;_rifamycin_antibiotic;_phenicol_antibiotic;_penem;_disinfecting_agents_and_antiseptics	336	324	324	1.0000000
barcode19_1405Gb	contig_175	143674	144133	Escherichia coli soxR with mutation conferring antibiotic resistance_fluoroquinolone_antibiotic;_cephalosporin;_glycylcycline;_penam;_tetracycline_antibiotic;_rifamycin_antibiotic;_phenicol_antibiotic;_disinfecting_agents_and_antiseptics	347	459	459	1.0000000
barcode19_1405Gb	contig_175	384361	385603	mdtM_fluoroquinolone_antibiotic;_lincosamide_antibiotic;_nucleoside_antibiotic;_phenicol_antibiotic;_disinfecting_agents_and_antiseptics	353	1242	1242	1.0000000
barcode19_1405Gb	contig_175	634711	636478	Haemophilus influenzae PBP3 conferring resistance to beta-lactam antibiotics_cephalosporin;_cephamycin;_penam	371	1767	1767	1.0000000
barcode19_1405Gb	contig_175	935071	936529	mdsC_monobactam;_carbapenem;_cephalosporin;_cephamycin;_penam;_phenicol_antibiotic;_penem	346	1458	1458	1.0000000
barcode19_1405Gb	contig_175	936545	938960	adeF_fluoroquinolone_antibiotic;_tetracycline_antibiotic	336	2415	2415	1.0000000
barcode19_1405Gb	contig_175	939709	940936	mdsA_monobactam;_carbapenem;_cephalosporin;_cephamycin;_penam;_phenicol_antibiotic;_penem	367	1227	1227	1.0000000
barcode19_1405Gb	contig_175	943512	943977	golS_monobactam;_carbapenem;_cephalosporin;_cephamycin;_penam;_phenicol_antibiotic;_penem	351	465	465	1.0000000
barcode19_1405Gb	contig_175	976145	977258	vanG_glycopeptide_antibiotic	325	1113	1113	1.0000000
barcode19_1405Gb	contig_175	1071592	1074742	acrB_fluoroquinolone_antibiotic;_cephalosporin;_glycylcycline;_penam;_tetracycline_antibiotic;_rifamycin_antibiotic;_phenicol_antibiotic;_disinfecting_agents_and_antiseptics	293	3150	3150	1.0000000
barcode19_1405Gb	contig_175	1074764	1075958	Escherichia coli acrA_fluoroquinolone_antibiotic;_cephalosporin;_glycylcycline;_penam;_tetracycline_antibiotic;_rifamycin_antibiotic;_phenicol_antibiotic;_disinfecting_agents_and_antiseptics	341	1194	1194	1.0000000
barcode19_1405Gb	contig_175	1076099	1076753	Escherichia coli AcrAB-TolC with AcrR mutation conferring resistance to ciprofloxacin, tetracycline, and ceftazidime_fluoroquinolone_antibiotic;_cephalosporin;_glycylcycline;_penam;_tetracycline_antibiotic;_rifamycin_antibiotic;_phenicol_antibiotic;_disinfecting_agents_and_antiseptics	355	654	654	1.0000000
barcode19_1405Gb	contig_175	1303014	1303692	kdpE_aminoglycoside_antibiotic	325	678	678	1.0000000
barcode19_1405Gb	contig_175	1459570	1460803	Escherichia coli mdfA_tetracycline_antibiotic;_disinfecting_agents_and_antiseptics	328	1233	1233	1.0000000
barcode19_1405Gb	contig_175	1549173	1550922	msbA_nitroimidazole_antibiotic	319	1749	1749	1.0000000
barcode19_1405Gb	contig_175	2093116	2093479	Klebsiella pneumoniae KpnE_macrolide_antibiotic;_aminoglycoside_antibiotic;_cephalosporin;_tetracycline_antibiotic;_peptide_antibiotic;_rifamycin_antibiotic;_disinfecting_agents_and_antiseptics	285	363	363	1.0000000
barcode19_1405Gb	contig_175	2093513	2093795	Klebsiella pneumoniae KpnF_macrolide_antibiotic;_aminoglycoside_antibiotic;_cephalosporin;_tetracycline_antibiotic;_peptide_antibiotic;_rifamycin_antibiotic;_disinfecting_agents_and_antiseptics	283	282	282	1.0000000
barcode19_1405Gb	contig_175	2129947	2130331	marA_fluoroquinolone_antibiotic;_monobactam;_carbapenem;_cephalosporin;_glycylcycline;_cephamycin;_penam;_tetracycline_antibiotic;_rifamycin_antibiotic;_phenicol_antibiotic;_penem;_disinfecting_agents_and_antiseptics	303	384	384	1.0000000
barcode19_1405Gb	contig_175	2130350	2130785	Escherichia coli AcrAB-TolC with MarR mutations conferring resistance to ciprofloxacin and tetracycline_fluoroquinolone_antibiotic;_cephalosporin;_glycylcycline;_penam;_tetracycline_antibiotic;_rifamycin_antibiotic;_phenicol_antibiotic;_disinfecting_agents_and_antiseptics	307	435	435	1.0000000
barcode19_1405Gb	contig_175	2228200	2228638	AAC(6')-Iaa_aminoglycoside_antibiotic	328	438	438	1.0000000
barcode19_1405Gb	contig_175	2564074	2564797	sdiA_fluoroquinolone_antibiotic;_cephalosporin;_glycylcycline;_penam;_tetracycline_antibiotic;_rifamycin_antibiotic;_phenicol_antibiotic;_disinfecting_agents_and_antiseptics	343	723	723	1.0000000
barcode19_1405Gb	contig_175	2618067	2619492	MdtK_fluoroquinolone_antibiotic	319	1425	1425	1.0000000
barcode19_1405Gb	contig_175	2681212	2682379	ugd_peptide_antibiotic	285	1167	1167	1.0000000
barcode19_1405Gb	contig_175	2729950	2733073	mdtB_aminocoumarin_antibiotic	320	3123	3123	1.0000000
barcode19_1405Gb	contig_175	2733073	2736154	mdtC_aminocoumarin_antibiotic	331	3081	3081	1.0000000
barcode19_1405Gb	contig_175	2738961	2739684	baeR_aminoglycoside_antibiotic;_aminocoumarin_antibiotic	341	723	723	1.0000000
barcode19_1405Gb	contig_175	2903281	2904640	Escherichia coli GlpT with mutation conferring resistance to fosfomycin_phosphonic_acid_antibiotic	319	1359	1359	1.0000000
barcode19_1405Gb	contig_175	2919789	2920773	PmrF_peptide_antibiotic	352	984	984	1.0000000
barcode19_1405Gb	contig_175	2923643	2925290	ArnT_peptide_antibiotic	318	1647	1647	1.0000000
barcode19_1405Gb	contig_175	3108048	3111162	acrD_aminoglycoside_antibiotic	343	3114	3114	1.0000000
barcode19_1405Gb	contig_175	3413383	3413914	emrR_fluoroquinolone_antibiotic	367	531	531	1.0000000
barcode19_1405Gb	contig_175	3414040	3415213	emrA_fluoroquinolone_antibiotic	377	1173	1173	1.0000000
barcode19_1405Gb	contig_175	3415229	3416768	emrB_fluoroquinolone_antibiotic	368	1539	1539	1.0000000
barcode19_1405Gb	contig_175	3422940	3423126	rsmA_fluoroquinolone_antibiotic;_diaminopyrimidine_antibiotic;_phenicol_antibiotic	318	186	186	1.0000000
barcode19_1405Gb	contig_175	3790287	3791109	bacA_peptide_antibiotic	387	822	822	1.0000000
barcode19_1405Gb	contig_175	4010371	4011556	Escherichia coli EF-Tu mutants conferring resistance to Pulvomycin_elfamycin_antibiotic	364	1185	1185	1.0000000
barcode19_1405Gb	contig_175	4027709	4028342	CRP_macrolide_antibiotic;_fluoroquinolone_antibiotic;_penam	381	633	633	1.0000000
barcode19_1405Gb	contig_175	4389675	4391067	Escherichia coli UhpT with mutation conferring resistance to fosfomycin_phosphonic_acid_antibiotic	366	1392	1392	1.0000000
barcode19_1405Gb	contig_175	4665259	4666633	cpxA_aminoglycoside_antibiotic;_aminocoumarin_antibiotic	333	1374	1374	1.0000000
barcode19_1405Gb	contig_180	85157	86279	vanT gene in vanG cluster_glycopeptide_antibiotic	1571	1122	1122	1.0000000
barcode19_1405Gb	contig_252	577027	577522	dfrE_diaminopyrimidine_antibiotic	417	495	495	1.0000000
barcode19_1405Gb	contig_252	1077371	1078526	emeA_disinfecting_agents_and_antiseptics	347	1155	1155	1.0000000
barcode19_1405Gb	contig_252	1334223	1335339	vanT gene in vanG cluster_glycopeptide_antibiotic	416	1116	1116	1.0000000
barcode19_1405Gb	contig_252	1752702	1754421	efrA_macrolide_antibiotic;_fluoroquinolone_antibiotic;_rifamycin_antibiotic	546	1719	1719	1.0000000
barcode19_1405Gb	contig_252	2001845	2004002	IreK_cephalosporin	609	2157	2157	1.0000000
barcode19_1405Gb	contig_252	2474024	2474735	vanY gene in vanB cluster_glycopeptide_antibiotic	620	711	711	1.0000000
barcode19_1405Gb	contig_252	2549454	2550951	lsaA_lincosamide_antibiotic;_streptogramin_antibiotic;_streptogramin_A_antibiotic;_streptogramin_B_antibiotic;_pleuromutilin_antibiotic	611	1497	1497	1.0000000
barcode19_1405Gb	contig_253	419615	420440	vanY gene in vanM cluster_glycopeptide_antibiotic	447	825	825	1.0000000
barcode19_1405Gb	contig_253	584284	584686	FosX_phosphonic_acid_antibiotic	446	402	402	1.0000000
barcode19_1405Gb	contig_253	588894	591492	Listeria monocytogenes mprF_peptide_antibiotic	435	2598	2598	1.0000000
barcode19_1405Gb	contig_253	1373742	1375314	lin_lincosamide_antibiotic	344	1572	1572	1.0000000
barcode19_1405Gb	contig_253	1406088	1407195	vanT gene in vanG cluster_glycopeptide_antibiotic	376	1107	1107	1.0000000
barcode19_1405Gb	contig_253	2569393	2570794	norB_fluoroquinolone_antibiotic	469	1401	1401	1.0000000
barcode19_1405Gb	contig_255	167916	168705	OXA-486_penam	293	789	789	1.0000000
barcode19_1405Gb	contig_255	402037	403190	TriA_disinfecting_agents_and_antiseptics	273	1153	1153	1.0000000
barcode19_1405Gb	contig_255	403185	404256	TriB_disinfecting_agents_and_antiseptics	260	1071	1071	1.0000000
barcode19_1405Gb	contig_255	404252	407300	TriC_disinfecting_agents_and_antiseptics	208	3048	3048	1.0000000
barcode19_1405Gb	contig_255	690350	690794	MexR_macrolide_antibiotic;_fluoroquinolone_antibiotic;_monobactam;_carbapenem;_cephalosporin;_cephamycin;_penam;_tetracycline_antibiotic;_peptide_antibiotic;_aminocoumarin_antibiotic;_diaminopyrimidine_antibiotic;_sulfonamide_antibiotic;_phenicol_antibiotic;_penem	299	444	444	1.0000000
barcode19_1405Gb	contig_255	691068	692220	MexA_macrolide_antibiotic;_fluoroquinolone_antibiotic;_monobactam;_carbapenem;_cephalosporin;_cephamycin;_penam;_tetracycline_antibiotic;_peptide_antibiotic;_aminocoumarin_antibiotic;_diaminopyrimidine_antibiotic;_sulfonamide_antibiotic;_phenicol_antibiotic;_penem	276	1152	1152	1.0000000
barcode19_1405Gb	contig_255	692235	695376	MexB_macrolide_antibiotic;_fluoroquinolone_antibiotic;_monobactam;_carbapenem;_cephalosporin;_cephamycin;_penam;_tetracycline_antibiotic;_peptide_antibiotic;_aminocoumarin_antibiotic;_diaminopyrimidine_antibiotic;_sulfonamide_antibiotic;_phenicol_antibiotic;_penem	229	3141	3141	1.0000000
barcode19_1405Gb	contig_255	695377	696835	OprM_macrolide_antibiotic;_fluoroquinolone_antibiotic;_monobactam;_aminoglycoside_antibiotic;_carbapenem;_cephalosporin;_cephamycin;_penam;_tetracycline_antibiotic;_peptide_antibiotic;_aminocoumarin_antibiotic;_diaminopyrimidine_antibiotic;_sulfonamide_antibiotic;_phenicol_antibiotic;_penem;_disinfecting_agents_and_antiseptics	277	1458	1458	1.0000000
barcode19_1405Gb	contig_255	1018341	1019805	OpmD_fluoroquinolone_antibiotic;_tetracycline_antibiotic;_disinfecting_agents_and_antiseptics	282	1464	1464	1.0000000
barcode19_1405Gb	contig_255	1019801	1022891	MexI_fluoroquinolone_antibiotic;_tetracycline_antibiotic;_disinfecting_agents_and_antiseptics	211	3090	3090	1.0000000
barcode19_1405Gb	contig_255	1022903	1024016	MexH_fluoroquinolone_antibiotic;_tetracycline_antibiotic;_disinfecting_agents_and_antiseptics	266	1113	1113	1.0000000
barcode19_1405Gb	contig_255	1024023	1024470	MexG_fluoroquinolone_antibiotic;_tetracycline_antibiotic;_disinfecting_agents_and_antiseptics	269	447	447	1.0000000
barcode19_1405Gb	contig_255	1144134	1145343	bcr-1_bicyclomycin-like_antibiotic	274	1209	1209	1.0000000
barcode19_1405Gb	contig_255	1162046	1162853	APH(3')-IIb_aminoglycoside_antibiotic	271	807	807	1.0000000
barcode19_1405Gb	contig_255	1175208	1176402	PDC-3_monobactam;_carbapenem;_cephalosporin;_cephamycin;_penam	249	1194	1194	1.0000000
barcode19_1405Gb	contig_255	1497061	1497400	YajC_fluoroquinolone_antibiotic;_cephalosporin;_glycylcycline;_penam;_tetracycline_antibiotic;_oxazolidinone_antibiotic;_glycopeptide_antibiotic;_rifamycin_antibiotic;_phenicol_antibiotic;_disinfecting_agents_and_antiseptics	323	339	339	1.0000000
barcode19_1405Gb	contig_255	1609248	1609890	nalC_macrolide_antibiotic;_fluoroquinolone_antibiotic;_monobactam;_carbapenem;_cephalosporin;_cephamycin;_penam;_tetracycline_antibiotic;_peptide_antibiotic;_aminocoumarin_antibiotic;_diaminopyrimidine_antibiotic;_sulfonamide_antibiotic;_phenicol_antibiotic;_penem	228	642	642	1.0000000
barcode19_1405Gb	contig_255	1655299	1655938	MexL_macrolide_antibiotic;_tetracycline_antibiotic;_disinfecting_agents_and_antiseptics	283	639	639	1.0000000
barcode19_1405Gb	contig_255	1656033	1657137	MexJ_macrolide_antibiotic;_tetracycline_antibiotic;_disinfecting_agents_and_antiseptics	292	1104	1104	1.0000000
barcode19_1405Gb	contig_255	1657141	1660219	MexK_macrolide_antibiotic;_tetracycline_antibiotic;_disinfecting_agents_and_antiseptics	227	3078	3078	1.0000000
barcode19_1405Gb	contig_255	1698921	1702098	adeF_fluoroquinolone_antibiotic;_tetracycline_antibiotic	212	3177	3177	1.0000000
barcode19_1405Gb	contig_255	1822138	1822777	nalD_macrolide_antibiotic;_fluoroquinolone_antibiotic;_monobactam;_carbapenem;_cephalosporin;_cephamycin;_penam;_tetracycline_antibiotic;_peptide_antibiotic;_aminocoumarin_antibiotic;_diaminopyrimidine_antibiotic;_sulfonamide_antibiotic;_phenicol_antibiotic;_penem	261	639	639	1.0000000
barcode19_1405Gb	contig_255	1842748	1844398	ArnT_peptide_antibiotic	233	1650	1650	1.0000000
barcode19_1405Gb	contig_255	1845278	1847267	arnA_peptide_antibiotic	236	1989	1989	1.0000000
barcode19_1405Gb	contig_255	1885472	1886630	mexP_macrolide_antibiotic;_carbapenem;_tetracycline_antibiotic;_diaminopyrimidine_antibiotic;_phenicol_antibiotic;_disinfecting_agents_and_antiseptics	250	1158	1158	1.0000000
barcode19_1405Gb	contig_255	1886626	1889788	mexQ_macrolide_antibiotic;_carbapenem;_tetracycline_antibiotic;_diaminopyrimidine_antibiotic;_phenicol_antibiotic;_disinfecting_agents_and_antiseptics	205	3162	3162	1.0000000
barcode19_1405Gb	contig_255	1889784	1891305	opmE_macrolide_antibiotic;_carbapenem;_tetracycline_antibiotic;_diaminopyrimidine_antibiotic;_phenicol_antibiotic;_disinfecting_agents_and_antiseptics	264	1521	1521	1.0000000
barcode19_1405Gb	contig_255	2207966	2208644	Pseudomonas aeruginosa CpxR_macrolide_antibiotic;_fluoroquinolone_antibiotic;_monobactam;_aminoglycoside_antibiotic;_carbapenem;_cephalosporin;_cephamycin;_penam;_tetracycline_antibiotic;_peptide_antibiotic;_aminocoumarin_antibiotic;_diaminopyrimidine_antibiotic;_sulfonamide_antibiotic;_phenicol_antibiotic;_penem	295	678	678	1.0000000
barcode19_1405Gb	contig_255	2345504	2346800	cprS_peptide_antibiotic	260	1296	1296	1.0000000
barcode19_1405Gb	contig_255	2346796	2347468	cprR_peptide_antibiotic	270	672	672	1.0000000
barcode19_1405Gb	contig_255	3153353	3154634	MuxA_macrolide_antibiotic;_monobactam;_tetracycline_antibiotic;_aminocoumarin_antibiotic	209	1281	1281	1.0000000
barcode19_1405Gb	contig_255	3154630	3157762	MuxB_macrolide_antibiotic;_monobactam;_tetracycline_antibiotic;_aminocoumarin_antibiotic	185	3132	3132	1.0000000
barcode19_1405Gb	contig_255	3157758	3160869	MuxC_macrolide_antibiotic;_monobactam;_tetracycline_antibiotic;_aminocoumarin_antibiotic	181	3111	3111	1.0000000
barcode19_1405Gb	contig_255	3160865	3162365	OpmB_macrolide_antibiotic;_monobactam;_tetracycline_antibiotic;_aminocoumarin_antibiotic	202	1500	1500	1.0000000
