Muestra	Chromosome	Start	End	Feature	Conteo	Numero_bases_cubiertas	Longitud_del_gen	Fraccion_cubierta	Pathogen
barcode01_DS_4.7GB	contig_1212	63688	64477	aadA5_aminoglycoside_antibiotic	30	789	789	1.0	Unknown taxonomy (chromosome or plasmid)
barcode01_DS_4.7GB	contig_12291	7773	8883	vanT gene in vanG cluster_glycopeptide_antibiotic	6	1110	1110	1.0	
barcode01_DS_4.7GB	contig_123	1211104	1212262	vanT gene in vanG cluster_glycopeptide_antibiotic	51	1158	1158	1.0	
barcode01_DS_4.7GB	contig_123	1793672	1794659	vanH gene in vanO cluster_glycopeptide_antibiotic	47	987	987	1.0	
barcode01_DS_4.7GB	contig_1238	26868	27213	qacG_disinfecting_agents_and_antiseptics	16	345	345	1.0	Unknown taxonomy (chromosome or plasmid)
barcode01_DS_4.7GB	contig_12435	16012	17128	vanY gene in vanB cluster_glycopeptide_antibiotic	3	1116	1116	1.0	
barcode01_DS_4.7GB	contig_12531	793	1573	APH(3')-VIa_aminoglycoside_antibiotic	55	780	780	1.0	Unknown taxonomy (chromosome or plasmid)
barcode01_DS_4.7GB	contig_1274	899	2114	floR_phenicol_antibiotic	10	1215	1215	1.0	Unknown taxonomy (chromosome or plasmid)
barcode01_DS_4.7GB	contig_1274	2713	3913	tet(A)_tetracycline_antibiotic	8	1200	1200	1.0	Unknown taxonomy (chromosome or plasmid)
barcode01_DS_4.7GB	contig_1274	5248	6085	APH(6)-Id_aminoglycoside_antibiotic	24	837	837	1.0	Unknown taxonomy (chromosome or plasmid)
barcode01_DS_4.7GB	contig_1274	6084	6888	APH(3'')-Ib_aminoglycoside_antibiotic	18	804	804	1.0	Unknown taxonomy (chromosome or plasmid)
barcode01_DS_4.7GB	contig_1274	6948	7764	sul2_sulfonamide_antibiotic	16	816	816	1.0	Unknown taxonomy (chromosome or plasmid)
barcode01_DS_4.7GB	contig_12804	9881	11048	vanT gene in vanG cluster_glycopeptide_antibiotic	6	1167	1167	1.0	
barcode01_DS_4.7GB	contig_13121	13443	13908	AAC(3)-Ia_aminoglycoside_antibiotic	10	465	465	1.0	Unknown taxonomy (chromosome or plasmid)
barcode01_DS_4.7GB	contig_13217	2871	3798	PER-2_monobactam;_carbapenem;_cephalosporin;_penam;_penem	9	927	927	1.0	Unknown taxonomy (plasmid)
barcode01_DS_4.7GB	contig_13260	7754	8099	qacG_disinfecting_agents_and_antiseptics	17	345	345	1.0	Unknown taxonomy (chromosome or plasmid)
barcode01_DS_4.7GB	contig_13262	247	1075	OXA-253_carbapenem;_penam	47	828	828	1.0	Acinetobacter baumannii (chromosome)
barcode01_DS_4.7GB	contig_13393	1790	2600	RSD2-2_carbapenem;_cephalosporin	12	810	810	1.0	
barcode01_DS_4.7GB	contig_1341	905	1745	sul1_sulfonamide_antibiotic	60	840	840	1.0	Unknown taxonomy (chromosome or plasmid)
barcode01_DS_4.7GB	contig_1341	1738	2086	qacEdelta1_disinfecting_agents_and_antiseptics	60	348	348	1.0	Unknown taxonomy (chromosome or plasmid)
barcode01_DS_4.7GB	contig_1341	2297	3128	OXA-4_cephalosporin;_penam	25	831	831	1.0	Pseudomonas aeruginosa (chromosome or plasmid)
barcode01_DS_4.7GB	contig_1341	3246	3780	ANT(2'')-Ia_aminoglycoside_antibiotic	55	534	534	1.0	Unknown taxonomy (chromosome or plasmid)
barcode01_DS_4.7GB	contig_1341	5563	6448	mphE_macrolide_antibiotic	27	885	885	1.0	Unknown taxonomy (chromosome or plasmid)
barcode01_DS_4.7GB	contig_1342	1771	2224	arr-3_rifamycin_antibiotic	33	453	453	1.0	Unknown taxonomy (chromosome or plasmid)
barcode01_DS_4.7GB	contig_1342	2296	2917	AAC(6')-Ib9_aminoglycoside_antibiotic	50	621	621	1.0	Unknown taxonomy (chromosome or plasmid)
barcode01_DS_4.7GB	contig_1342	3085	3433	qacEdelta1_disinfecting_agents_and_antiseptics	67	348	348	1.0	Unknown taxonomy (chromosome or plasmid)
barcode01_DS_4.7GB	contig_1342	3426	4266	sul1_sulfonamide_antibiotic	63	840	840	1.0	Unknown taxonomy (chromosome or plasmid)
barcode01_DS_4.7GB	contig_1347	33592	35206	vanW gene in vanI cluster_glycopeptide_antibiotic	9	1614	1614	1.0	
barcode01_DS_4.7GB	contig_13626	14751	15174	vanY gene in vanM cluster_glycopeptide_antibiotic	4	423	423	1.0	
barcode01_DS_4.7GB	contig_13730	6274	7489	floR_phenicol_antibiotic	8	1215	1215	1.0	Unknown taxonomy (chromosome or plasmid)
barcode01_DS_4.7GB	contig_13778	21006	22440	vanW gene in vanI cluster_glycopeptide_antibiotic	10	1434	1434	1.0	
barcode01_DS_4.7GB	contig_13812	1391	2273	KPC-2_monobactam;_carbapenem;_cephalosporin;_penam	29	882	882	1.0	Unknown taxonomy (chromosome or plasmid)
barcode01_DS_4.7GB	contig_13850	12084	12894	vanY gene in vanB cluster_glycopeptide_antibiotic	3	810	810	1.0	
barcode01_DS_4.7GB	contig_13860	6212	7370	mdtE_macrolide_antibiotic;_fluoroquinolone_antibiotic;_penam	4	1158	1158	1.0	Unknown taxonomy (chromosome)
barcode01_DS_4.7GB	contig_13860	7394	10508	mdtF_macrolide_antibiotic;_fluoroquinolone_antibiotic;_penam	5	3114	3114	1.0	Escherichia coli (chromosome)
barcode01_DS_4.7GB	contig_13860	10870	11599	gadW_macrolide_antibiotic;_fluoroquinolone_antibiotic;_penam	5	729	729	1.0	Escherichia coli (chromosome)
barcode01_DS_4.7GB	contig_13869	12025	13207	vanT gene in vanG cluster_glycopeptide_antibiotic	8	1182	1182	1.0	
barcode01_DS_4.7GB	contig_13962	23982	25215	vanW gene in vanI cluster_glycopeptide_antibiotic	7	1233	1233	1.0	
barcode01_DS_4.7GB	contig_1402	27130	28252	vanT gene in vanG cluster_glycopeptide_antibiotic	8	1122	1122	1.0	
barcode01_DS_4.7GB	contig_142	685442	686645	vanT gene in vanG cluster_glycopeptide_antibiotic	46	1203	1203	1.0	
barcode01_DS_4.7GB	contig_142	755936	757430	vanW gene in vanI cluster_glycopeptide_antibiotic	56	1494	1494	1.0	
barcode01_DS_4.7GB	contig_142	1681661	1682225	lnuC_lincosamide_antibiotic	135	564	564	1.0	Unknown taxonomy (chromosome or plasmid)
barcode01_DS_4.7GB	contig_142	2519677	2522830	adeF_fluoroquinolone_antibiotic;_tetracycline_antibiotic	27	3153	3153	1.0	
barcode01_DS_4.7GB	contig_14257	157	1333	cmx_phenicol_antibiotic	5	1176	1176	1.0	Unknown taxonomy (chromosome or plasmid)
barcode01_DS_4.7GB	contig_14257	2933	3773	sul1_sulfonamide_antibiotic	49	840	840	1.0	Unknown taxonomy (chromosome or plasmid)
barcode01_DS_4.7GB	contig_14257	3766	4114	qacEdelta1_disinfecting_agents_and_antiseptics	54	348	348	1.0	Unknown taxonomy (chromosome or plasmid)
barcode01_DS_4.7GB	contig_14257	4277	5057	aadA_aminoglycoside_antibiotic	58	780	780	1.0	Escherichia coli (chromosome or plasmid)
barcode01_DS_4.7GB	contig_14257	5105	5930	OXA-205_penam	7	825	825	1.0	Pseudomonas aeruginosa (no genomic info)
barcode01_DS_4.7GB	contig_14270	5886	7071	Escherichia coli EF-Tu mutants conferring resistance to Pulvomycin_elfamycin_antibiotic	27	1185	1185	1.0	Aeromonas caviae (chromosome or plasmid)
barcode01_DS_4.7GB	contig_14312	31221	32334	vanT gene in vanG cluster_glycopeptide_antibiotic	12	1113	1113	1.0	
barcode01_DS_4.7GB	contig_14331	570	1389	TEM-245_monobactam;_cephalosporin;_penam;_penem	14	819	819	1.0	Unknown taxonomy (chromosome or plasmid)
barcode01_DS_4.7GB	contig_14377	21928	23320	Escherichia coli UhpT with mutation conferring resistance to fosfomycin_phosphonic_acid_antibiotic	23	1392	1392	1.0	Unknown taxonomy (chromosome or plasmid)
barcode01_DS_4.7GB	contig_14462	63758	64820	vanT gene in vanG cluster_glycopeptide_antibiotic	3	1062	1062	1.0	
barcode01_DS_4.7GB	contig_14465	30939	31434	lnuC_lincosamide_antibiotic	85	495	495	1.0	Unknown taxonomy (chromosome or plasmid)
barcode01_DS_4.7GB	contig_14502	3214	4030	sul2_sulfonamide_antibiotic	18	816	816	1.0	Unknown taxonomy (chromosome or plasmid)
barcode01_DS_4.7GB	contig_14554	7052	8222	vanT gene in vanG cluster_glycopeptide_antibiotic	6	1170	1170	1.0	
barcode01_DS_4.7GB	contig_14580	2345	3173	OXA-253_carbapenem;_penam	53	828	828	1.0	Acinetobacter baumannii (chromosome)
barcode01_DS_4.7GB	contig_146	637611	638847	vanW gene in vanI cluster_glycopeptide_antibiotic	288	1236	1236	1.0	
barcode01_DS_4.7GB	contig_146	1340859	1341366	nimK_nitroimidazole_antibiotic	312	507	507	1.0	
barcode01_DS_4.7GB	contig_146	1595495	1598687	adeF_fluoroquinolone_antibiotic;_tetracycline_antibiotic	327	3192	3192	1.0	
barcode01_DS_4.7GB	contig_14607	3811	4435	catS_phenicol_antibiotic	8	624	624	1.0	Parvimonas micra (chromosome)
barcode01_DS_4.7GB	contig_14636	15683	16163	nimA_nitroimidazole_antibiotic	6	480	480	1.0	
barcode01_DS_4.7GB	contig_1464	145435	148591	adeF_fluoroquinolone_antibiotic;_tetracycline_antibiotic	39	3156	3156	1.0	
barcode01_DS_4.7GB	contig_14675	112	445	qacL_disinfecting_agents_and_antiseptics	33	333	333	1.0	Unknown taxonomy (chromosome or plasmid)
barcode01_DS_4.7GB	contig_14675	519	978	AAC(6')-Il_aminoglycoside_antibiotic	49	459	459	1.0	Unknown taxonomy (chromosome or plasmid)
barcode01_DS_4.7GB	contig_14675	1051	1915	GES-1_carbapenem;_cephalosporin;_penam	83	864	864	1.0	Unknown taxonomy (chromosome or plasmid)
barcode01_DS_4.7GB	contig_14675	2136	2484	qacEdelta1_disinfecting_agents_and_antiseptics	76	348	348	1.0	Unknown taxonomy (chromosome or plasmid)
barcode01_DS_4.7GB	contig_14675	2477	3317	sul1_sulfonamide_antibiotic	79	840	840	1.0	Unknown taxonomy (chromosome or plasmid)
barcode01_DS_4.7GB	contig_14701	2114	2969	ErmX_macrolide_antibiotic;_lincosamide_antibiotic;_streptogramin_antibiotic;_streptogramin_A_antibiotic;_streptogramin_B_antibiotic	17	855	855	1.0	Unknown taxonomy (chromosome or plasmid)
barcode01_DS_4.7GB	contig_14701	5254	6109	ErmX_macrolide_antibiotic;_lincosamide_antibiotic;_streptogramin_antibiotic;_streptogramin_A_antibiotic;_streptogramin_B_antibiotic	8	855	855	1.0	Unknown taxonomy (chromosome or plasmid)
barcode01_DS_4.7GB	contig_14729	3041	3374	qacL_disinfecting_agents_and_antiseptics	20	333	333	1.0	Unknown taxonomy (chromosome or plasmid)
barcode01_DS_4.7GB	contig_14750	20183	20675	nimJ_nitroimidazole_antibiotic	4	492	492	1.0	
barcode01_DS_4.7GB	contig_14841	839	1745	mphA_macrolide_antibiotic	20	906	906	1.0	Unknown taxonomy (chromosome or plasmid)
barcode01_DS_4.7GB	contig_14841	1741	2980	Mrx_macrolide_antibiotic	20	1239	1239	1.0	Unknown taxonomy (chromosome or plasmid)
barcode01_DS_4.7GB	contig_14841	8811	9162	qacEdelta1_disinfecting_agents_and_antiseptics	37	351	351	1.0	Unknown taxonomy (chromosome or plasmid)
barcode01_DS_4.7GB	contig_14891	9665	10784	vanT gene in vanG cluster_glycopeptide_antibiotic	5	1119	1119	1.0	
barcode01_DS_4.7GB	contig_14921	5833	6697	ArnT_peptide_antibiotic	12	864	864	1.0	Klebsiella (chromosome)
barcode01_DS_4.7GB	contig_15004	509	1247	ErmB_macrolide_antibiotic;_lincosamide_antibiotic;_streptogramin_antibiotic;_streptogramin_A_antibiotic;_streptogramin_B_antibiotic	20	738	738	1.0	Unknown taxonomy (chromosome or plasmid)
barcode01_DS_4.7GB	contig_15038	1114	1894	APH(3')-VIa_aminoglycoside_antibiotic	65	780	780	1.0	Unknown taxonomy (chromosome or plasmid)
barcode01_DS_4.7GB	contig_15085	1552	4717	adeF_fluoroquinolone_antibiotic;_tetracycline_antibiotic	4	3165	3165	1.0	Acinetobacter (chromosome or plasmid)
barcode01_DS_4.7GB	contig_15177	17023	18148	vanT gene in vanG cluster_glycopeptide_antibiotic	7	1125	1125	1.0	
barcode01_DS_4.7GB	contig_15266	4698	5322	tetR_tetracycline_antibiotic	6	624	624	1.0	Unknown taxonomy (chromosome or plasmid)
barcode01_DS_4.7GB	contig_15266	5403	6609	tet(B)_tetracycline_antibiotic	9	1206	1206	1.0	Unknown taxonomy (chromosome or plasmid)
barcode01_DS_4.7GB	contig_15276	284	1451	tet(X)_glycylcycline;_tetracycline_antibiotic	13	1167	1167	1.0	Unknown taxonomy (chromosome or plasmid)
barcode01_DS_4.7GB	contig_15276	1663	2464	ErmF_macrolide_antibiotic;_lincosamide_antibiotic;_streptogramin_antibiotic;_streptogramin_A_antibiotic;_streptogramin_B_antibiotic	25	801	801	1.0	Unknown taxonomy (chromosome or plasmid)
barcode01_DS_4.7GB	contig_1535	27725	27938	vanU gene in vanG cluster_glycopeptide_antibiotic	14	213	213	1.0	
barcode01_DS_4.7GB	contig_15370	6915	7710	OXA-504_penam	13	795	795	1.0	Aeromonas caviae (chromosome or plasmid)
barcode01_DS_4.7GB	contig_15385	520	1579	vanY gene in vanM cluster_glycopeptide_antibiotic	7	1059	1059	1.0	
barcode01_DS_4.7GB	contig_15402	11241	12402	vanT gene in vanG cluster_glycopeptide_antibiotic	15	1161	1161	1.0	
barcode01_DS_4.7GB	contig_15453	16422	16917	lnuC_lincosamide_antibiotic	86	495	495	1.0	Unknown taxonomy (chromosome or plasmid)
barcode01_DS_4.7GB	contig_1568	461	1292	OXA-1_cephalosporin;_penam	18	831	831	1.0	Unknown taxonomy (chromosome or plasmid)
barcode01_DS_4.7GB	contig_1568	1422	2022	AAC(6')-Ib-cr6_fluoroquinolone_antibiotic;_aminoglycoside_antibiotic	36	600	600	1.0	Unknown taxonomy (chromosome or plasmid)
barcode01_DS_4.7GB	contig_1568	4276	5137	AAC(3)-IId_aminoglycoside_antibiotic	13	861	861	1.0	Klebsiella pneumoniae (chromosome or plasmid)
barcode01_DS_4.7GB	contig_1568	10111	10972	TEM-1_monobactam;_cephalosporin;_penam;_penem	15	861	861	1.0	Unknown taxonomy (chromosome or plasmid)
barcode01_DS_4.7GB	contig_159	265	1741	msrE_macrolide_antibiotic;_streptogramin_antibiotic	58	1476	1476	1.0	Unknown taxonomy (chromosome or plasmid)
barcode01_DS_4.7GB	contig_159	1796	2681	mphE_macrolide_antibiotic	46	885	885	1.0	Unknown taxonomy (chromosome or plasmid)
barcode01_DS_4.7GB	contig_1596	3059	3941	KPC-2_monobactam;_carbapenem;_cephalosporin;_penam	74	882	882	1.0	Unknown taxonomy (chromosome or plasmid)
barcode01_DS_4.7GB	contig_1597	71725	73063	vanW gene in vanI cluster_glycopeptide_antibiotic	8	1338	1338	1.0	
barcode01_DS_4.7GB	contig_16	795646	798838	adeF_fluoroquinolone_antibiotic;_tetracycline_antibiotic	60	3192	3192	1.0	
barcode01_DS_4.7GB	contig_16	2795599	2796709	vanT gene in vanG cluster_glycopeptide_antibiotic	78	1110	1110	1.0	
barcode01_DS_4.7GB	contig_161	916	1744	OXA-253_carbapenem;_penam	68	828	828	1.0	Acinetobacter baumannii (chromosome)
barcode01_DS_4.7GB	contig_1621	108090	109644	vanW gene in vanI cluster_glycopeptide_antibiotic	11	1554	1554	1.0	
barcode01_DS_4.7GB	contig_1621	204854	206339	lsaE_lincosamide_antibiotic;_streptogramin_antibiotic;_pleuromutilin_antibiotic	22	1485	1485	1.0	Streptococcus (chromosome or plasmid)
barcode01_DS_4.7GB	contig_1621	206392	207196	lnuB_lincosamide_antibiotic	17	804	804	1.0	Unknown taxonomy (chromosome or plasmid)
barcode01_DS_4.7GB	contig_164	4617	5454	APH(6)-Id_aminoglycoside_antibiotic	39	837	837	1.0	Unknown taxonomy (chromosome or plasmid)
barcode01_DS_4.7GB	contig_164	5453	6257	APH(3'')-Ib_aminoglycoside_antibiotic	30	804	804	1.0	Unknown taxonomy (chromosome or plasmid)
barcode01_DS_4.7GB	contig_165	12561	13446	mphE_macrolide_antibiotic	55	885	885	1.0	Unknown taxonomy (chromosome or plasmid)
barcode01_DS_4.7GB	contig_2088	269	995	vanY gene in vanB cluster_glycopeptide_antibiotic	21	726	726	1.0	Roseburia hominis (no genomic info)
barcode01_DS_4.7GB	contig_2112	659	1544	mphE_macrolide_antibiotic	39	885	885	1.0	Unknown taxonomy (chromosome or plasmid)
barcode01_DS_4.7GB	contig_2231	732	2271	vanT gene in vanG cluster_glycopeptide_antibiotic	4	1539	1539	1.0	
barcode01_DS_4.7GB	contig_2308	11432	12170	ErmB_macrolide_antibiotic;_lincosamide_antibiotic;_streptogramin_antibiotic;_streptogramin_A_antibiotic;_streptogramin_B_antibiotic	32	738	738	1.0	Unknown taxonomy (chromosome or plasmid)
barcode01_DS_4.7GB	contig_232	9552	10737	Escherichia coli EF-Tu mutants conferring resistance to Pulvomycin_elfamycin_antibiotic	25	1185	1185	1.0	Unknown taxonomy (chromosome or plasmid)
barcode01_DS_4.7GB	contig_2375	13373	14504	vanT gene in vanG cluster_glycopeptide_antibiotic	19	1131	1131	1.0	
barcode01_DS_4.7GB	contig_2414	4671	4926	rsmA_fluoroquinolone_antibiotic;_diaminopyrimidine_antibiotic;_phenicol_antibiotic	16	255	255	1.0	
barcode01_DS_4.7GB	contig_2415	4673	4871	rsmA_fluoroquinolone_antibiotic;_diaminopyrimidine_antibiotic;_phenicol_antibiotic	9	198	198	1.0	
barcode01_DS_4.7GB	contig_2427	11621	12503	vanW gene in vanG cluster_glycopeptide_antibiotic	15	882	882	1.0	Acinetobacter johnsonii (chromosome)
barcode01_DS_4.7GB	contig_2440	25728	26592	GES-1_carbapenem;_cephalosporin;_penam	86	864	864	1.0	Unknown taxonomy (chromosome or plasmid)
barcode01_DS_4.7GB	contig_2490	258031	260095	adeF_fluoroquinolone_antibiotic;_tetracycline_antibiotic	30	2064	2064	1.0	
barcode01_DS_4.7GB	contig_2501	28607	31085	vanT gene in vanG cluster_glycopeptide_antibiotic	21	2478	2478	1.0	
barcode01_DS_4.7GB	contig_2540	10150	11035	vanW gene in vanI cluster_glycopeptide_antibiotic	3	885	885	1.0	
barcode01_DS_4.7GB	contig_255	231805	235375	Bifidobacterium adolescentis rpoB mutants conferring resistance to rifampicin_rifamycin_antibiotic	21	3570	3570	1.0	Bifidobacterium (chromosome)
barcode01_DS_4.7GB	contig_26	48516	48882	qacG_disinfecting_agents_and_antiseptics	21	366	366	1.0	Acinetobacter johnsonii (chromosome)
barcode01_DS_4.7GB	contig_2633	71056	72166	vanT gene in vanG cluster_glycopeptide_antibiotic	318	1110	1110	1.0	
barcode01_DS_4.7GB	contig_2693	3426	3777	vanW gene in vanI cluster_glycopeptide_antibiotic	4	351	351	1.0	
barcode01_DS_4.7GB	contig_2737	82574	83558	vanH gene in vanO cluster_glycopeptide_antibiotic	15	984	984	1.0	
barcode01_DS_4.7GB	contig_2776	732	1533	ErmF_macrolide_antibiotic;_lincosamide_antibiotic;_streptogramin_antibiotic;_streptogramin_A_antibiotic;_streptogramin_B_antibiotic	24	801	801	1.0	Unknown taxonomy (chromosome or plasmid)
barcode01_DS_4.7GB	contig_2795	13751	14579	OXA-253_carbapenem;_penam	50	828	828	1.0	Acinetobacter baumannii (chromosome)
barcode01_DS_4.7GB	contig_2831	2528	3071	lnuC_lincosamide_antibiotic	10	543	543	1.0	Anaerostipes hadrus (chromosome or plasmid)
barcode01_DS_4.7GB	contig_2919	16209	16713	nimG_nitroimidazole_antibiotic	7	504	504	1.0	
barcode01_DS_4.7GB	contig_3055	1220	1586	qacG_disinfecting_agents_and_antiseptics	5	366	366	1.0	
barcode01_DS_4.7GB	contig_3104	317501	320672	adeF_fluoroquinolone_antibiotic;_tetracycline_antibiotic	22	3171	3171	1.0	
barcode01_DS_4.7GB	contig_3176	10262	10583	vanY gene in vanB cluster_glycopeptide_antibiotic	5	321	321	1.0	
barcode01_DS_4.7GB	contig_3176	10692	10917	vanY gene in vanB cluster_glycopeptide_antibiotic	6	225	225	1.0	
barcode01_DS_4.7GB	contig_3263	47464	48460	CfxA6_cephamycin	46	996	996	1.0	
barcode01_DS_4.7GB	contig_3333	16790	17777	vanH gene in vanO cluster_glycopeptide_antibiotic	7	987	987	1.0	
barcode01_DS_4.7GB	contig_341	3305	4535	tet(W)_tetracycline_antibiotic	53	1230	1230	1.0	Unknown taxonomy (chromosome or plasmid)
barcode01_DS_4.7GB	contig_342	3112	3709	tet(O)_tetracycline_antibiotic	24	597	597	1.0	Streptococcus suis (chromosome or plasmid)
barcode01_DS_4.7GB	contig_342	4840	6079	tet(40)_tetracycline_antibiotic	22	1239	1239	1.0	Faecalibacterium prausnitzii (chromosome)
barcode01_DS_4.7GB	contig_345	1045	2965	tet(W)_tetracycline_antibiotic	51	1920	1920	1.0	Trueperella pyogenes (chromosome or plasmid)
barcode01_DS_4.7GB	contig_3451	21593	22766	vanT gene in vanG cluster_glycopeptide_antibiotic	19	1173	1173	1.0	
barcode01_DS_4.7GB	contig_346	594	2226	tet(O/W)_tetracycline_antibiotic	40	1632	1632	1.0	Unknown taxonomy (chromosome or plasmid)
barcode01_DS_4.7GB	contig_348	12485	13223	ErmB_macrolide_antibiotic;_lincosamide_antibiotic;_streptogramin_antibiotic;_streptogramin_A_antibiotic;_streptogramin_B_antibiotic	32	738	738	1.0	Unknown taxonomy (chromosome or plasmid)
barcode01_DS_4.7GB	contig_358	26164	28090	tet(Q)_tetracycline_antibiotic	83	1926	1926	1.0	Unknown taxonomy (chromosome)
barcode01_DS_4.7GB	contig_358	31998	32799	ErmF_macrolide_antibiotic;_lincosamide_antibiotic;_streptogramin_antibiotic;_streptogramin_A_antibiotic;_streptogramin_B_antibiotic	34	801	801	1.0	Unknown taxonomy (chromosome or plasmid)
barcode01_DS_4.7GB	contig_3587	7477	8302	OXA-644_carbapenem;_penam	20	825	825	1.0	Acinetobacter johnsonii (chromosome)
barcode01_DS_4.7GB	contig_3692	1650	2388	ErmB_macrolide_antibiotic;_lincosamide_antibiotic;_streptogramin_antibiotic;_streptogramin_A_antibiotic;_streptogramin_B_antibiotic	29	738	738	1.0	Unknown taxonomy (chromosome or plasmid)
barcode01_DS_4.7GB	contig_3744	23342	24599	vanW gene in vanI cluster_glycopeptide_antibiotic	8	1257	1257	1.0	
barcode01_DS_4.7GB	contig_379	296	1391	vanT gene in vanG cluster_glycopeptide_antibiotic	9	1095	1095	1.0	
barcode01_DS_4.7GB	contig_3832	507	1392	mphE_macrolide_antibiotic	46	885	885	1.0	Unknown taxonomy (chromosome or plasmid)
barcode01_DS_4.7GB	contig_3973	26992	27949	tet(M)_tetracycline_antibiotic	19	957	957	1.0	Unknown taxonomy (chromosome or plasmid)
barcode01_DS_4.7GB	contig_3973	27887	28913	tet(M)_tetracycline_antibiotic	19	1026	1026	1.0	Unknown taxonomy (chromosome or plasmid)
barcode01_DS_4.7GB	contig_3974	12989	13478	tet(M)_tetracycline_antibiotic	6	489	489	1.0	Unknown taxonomy (chromosome or plasmid)
barcode01_DS_4.7GB	contig_3974	13712	14678	tet(M)_tetracycline_antibiotic	8	966	966	1.0	Unknown taxonomy (chromosome or plasmid)
barcode01_DS_4.7GB	contig_3978	9959	10454	lnuC_lincosamide_antibiotic	82	495	495	1.0	Unknown taxonomy (chromosome or plasmid)
barcode01_DS_4.7GB	contig_398	5304	5859	AAC(6')-IIa_aminoglycoside_antibiotic	15	555	555	1.0	Unknown taxonomy (chromosome or plasmid)
barcode01_DS_4.7GB	contig_398	6006	6465	AAC(6')-Il_aminoglycoside_antibiotic	28	459	459	1.0	Unknown taxonomy (chromosome or plasmid)
barcode01_DS_4.7GB	contig_398	6558	7359	VIM-4_carbapenem;_cephalosporin;_cephamycin;_penam;_penem	20	801	801	1.0	Unknown taxonomy (chromosome or plasmid)
barcode01_DS_4.7GB	contig_3983	956	1736	APH(3')-VIa_aminoglycoside_antibiotic	58	780	780	1.0	Unknown taxonomy (chromosome or plasmid)
barcode01_DS_4.7GB	contig_4113	29194	30358	vanT gene in vanG cluster_glycopeptide_antibiotic	10	1164	1164	1.0	
barcode01_DS_4.7GB	contig_4153	11559	12654	vanG_glycopeptide_antibiotic	9	1095	1095	1.0	Unknown taxonomy (chromosome or plasmid)
barcode01_DS_4.7GB	contig_4368	2405	3611	Mef(En2)_macrolide_antibiotic;_lincosamide_antibiotic	29	1206	1206	1.0	Unknown taxonomy (chromosome)
barcode01_DS_4.7GB	contig_4373	7	541	ANT(2'')-Ia_aminoglycoside_antibiotic	50	534	534	1.0	Unknown taxonomy (chromosome or plasmid)
barcode01_DS_4.7GB	contig_4373	610	1438	OXA-2_carbapenem;_cephalosporin;_penam	36	828	828	1.0	Unknown taxonomy (chromosome or plasmid)
barcode01_DS_4.7GB	contig_4373	1892	2165	qacJ_disinfecting_agents_and_antiseptics	23	273	273	1.0	Unknown taxonomy (chromosome or plasmid)
barcode01_DS_4.7GB	contig_4411	18047	19034	vanH gene in vanD cluster_glycopeptide_antibiotic	9	987	987	1.0	
barcode01_DS_4.7GB	contig_4432	3396	4134	ErmB_macrolide_antibiotic;_lincosamide_antibiotic;_streptogramin_antibiotic;_streptogramin_A_antibiotic;_streptogramin_B_antibiotic	11	738	738	1.0	Enterococcus (chromosome or plasmid)
barcode01_DS_4.7GB	contig_4432	5573	7013	AAC(6')-Ie-APH(2'')-Ia bifunctional protein_aminoglycoside_antibiotic	12	1440	1440	1.0	Unknown taxonomy (chromosome or plasmid)
